ID,SMILES,IC50_mean,Type
CHEMBL3931835,Nc1ccccc1NC(=O)/C=C/CCCNC(=O)c1cccc(Cl)c1,0.14800000000000002,1
CHEMBL3287261,O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1-c1ccc([N+](=O)[O-])cc1)NO,0.2005,1
CHEMBL3895935,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccc(S(N)(=O)=O)cc1,1.19,0
CHEMBL3356936,Cc1cccc(CCNC(=O)CCCCCCS)c1,2.6,0
CHEMBL3758457,O=C(/C=C/c1ccc(/C=C(/CNC2CC2)c2ccc(F)cc2)cc1)NO,0.025,1
CHEMBL487742,O=C(CCCCCCC(=O)Nc1ccc(-c2cnnn2-c2ccccc2)cc1)NO,0.012,1
CHEMBL3656000,O=C(NO)c1cnc(NC2(c3ccc(F)c(Cl)c3)CC2)nc1,0.062,1
CHEMBL3335300,O=C(CCCCc1ccn(Cc2ccc(-c3ccccc3)cc2)n1)NO,0.03,1
CHEMBL398420,COC(=O)NCc1ccc(C(=O)Nc2cc(-c3ccccc3)ccc2N)cc1,22.45,0
CHEMBL2179618,CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccccc1,6.68,0
CHEMBL2385955,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(=O)CCCCCC(=O)NO)CC2,1.03,0
CHEMBL1213490,C/C=C1\NC(=O)[C@@H](CS)NC(=O)[C@@H](C(C)C)CC(=O)C[C@@H](/C=C/CCS)OC(=O)[C@H](C(C)C)NC1=O,0.03165,1
CHEMBL3655929,O=C(NO)c1cnc(NCc2ccc3c(c2)OCO3)nc1,0.057999999999999996,1
CHEMBL3919167,CC(C)Cc1sc(-c2nccs2)nc1C(=O)NCCCCCCNC(=O)CS,0.534,1
CHEMBL3217999,C#Cc1cccc(Nc2ncnc3ccc(NC(=O)c4ccc(C(=O)Nc5ccccc5N)cc4)cc23)c1,0.61,1
CHEMBL3955258,Cc1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)c(C)c1,0.27699999999999997,1
CHEMBL3885245,COc1ccc2c(c1)c(CC(=O)NCCCCCCCC(=O)NO)c(C)n2C(=O)c1ccc(Cl)cc1,0.28300000000000003,1
CHEMBL3913961,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccc2[nH]ccc2c1,0.044000000000000004,1
CHEMBL2381517,O=C(NO)c1cccc(C(=O)NCCc2ccccc2)c1,23.0,0
CHEMBL3948452,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(/C=C/C(=O)Nc2ccccc2N)c(F)c1,20.2,0
CHEMBL3901374,CCON1CCC(Nc2ncc(C(=O)NO)cn2)(c2ccccc2)CC1,1.003,0
CHEMBL3356931,O=C1CCC[C@@H](C(=O)N[C@@H](CCCCCS)C(=O)NC2CCCC2)N1,0.098,1
CHEMBL3907307,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccc(Cl)cc1,0.3,1
CHEMBL3986625,Nc1cc(F)ccc1NC(=O)CCCCCNC(=O)c1cc2ccccc2o1,0.48,1
CHEMBL3656009,O=C(NO)c1cnc(NC2(c3ccc(F)c(F)c3)CC2)nc1,0.128,1
CHEMBL3907191,Nc1ccccc1NC(=O)C/C=C/CCNC(=O)c1ccccc1,5.782,0
CHEMBL3656002,COc1ccccc1C1(Nc2ncc(C(=O)NO)cn2)CC1,0.727,1
CHEMBL3621297,Nc1ccccc1NC(=O)CCCCC(=O)Nc1ccc2c(c1)/C(=C/c1ccc[nH]1)C(=O)N2,0.00242,1
CHEMBL3954596,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccc2cn[nH]c2c1,0.115,1
CHEMBL3104851,Cc1c(O)c(O)c2c(c1C=O)[C@@H]1O[C@H](O2)c2c(C)c(O)c(O)c(O)c2C1=O,12.4,0
CHEMBL3655917,O=C(NO)c1cnc(NCc2cccc(Cl)c2)nc1,0.034,1
CHEMBL3652226,O=C(NO)c1cnc(Nc2ccc(Cl)c(Cl)c2)nc1,0.299,1
CHEMBL3287023,O=C(CCCCNC(=O)c1csc(-c2nccs2)n1)NO,0.1085,1
CHEMBL467998,O=C(CCCCNC(=O)c1cc(-c2ccccc2)on1)NO,0.158,1
CHEMBL3655956,CC(Nc1ncc(C(=O)NO)cn1)(c1ccccc1)c1ccccc1,4.676,0
CHEMBL1165293,C[C@H](CCCCC(=O)Nc1ccccc1N)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C,104.0,0
CHEMBL4062598,COc1ccc(C(=O)N[C@H](CNCc2ccc(C(=O)Nc3ccccc3N)cc2)Cc2c[nH]c3ccccc23)cc1,0.223,1
CHEMBL3907792,Nc1ccccc1NC(=O)CCCCNC(=O)c1ccnc(N2CCCCC2)c1,7.455,0
CHEMBL3652227,O=C(NO)c1cnc(Nc2ccc(F)cc2)nc1,0.354,1
CHEMBL3426804,O=C(/C=C/c1ccc(NC(=O)C(Cc2ccccc2)c2ccccc2)cn1)NO,0.08,1
CHEMBL3656010,O=C(NO)c1cnc(NC2(c3ccc(Cl)c(Cl)c3)CC2)nc1,0.054000000000000006,1
CHEMBL3935015,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccc(F)c(F)c1,0.12300000000000001,1
CHEMBL3287010,Cc1nc(-c2nc(C(=O)N[C@H](C(=O)OC/C=C/CCS)C(C)C)cs2)cs1,0.10800000000000001,1
CHEMBL3339024,Cc1ccc(Nc2ncnc3sc(NC(=O)CCCCCCC(=O)NO)cc23)cc1,0.00292,1
CHEMBL4086093,O=C(CCCCCCC(=O)Nc1ccccc1CN1CC[C@H](O)C1)NO,0.368,1
CHEMBL3426803,O=C(CCCCSc1nc(-c2ccc(-c3ccccc3)cc2)cc(=O)[nH]1)NO,0.02,1
CHEMBL511715,O=C(CCCCc1cc(C(=O)NO)no1)Nc1cnc2ccccc2c1,0.102,1
CHEMBL3972430,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccc2cccnc2c1,0.946,1
CHEMBL446512,Nc1cccc(-c2cc(C(=O)NCCCCC(=O)NO)no2)c1,0.14400000000000002,1
CHEMBL3655911,O=C(NO)c1cnc(Nc2cccc(-c3ccccc3)c2)nc1,0.18100000000000002,1
CHEMBL3924039,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccccc1C(=O)C(F)(F)F,37.91,0
CHEMBL3907070,CCc1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)cc1,0.183,1
CHEMBL3655966,O=C(NO)c1cnc(NC(c2ccc(F)cc2)c2ccc(F)cc2)nc1,0.5489999999999999,1
CHEMBL1767037,CNC(=O)/C(CCCCCCC(=O)Nc1cccc(-c2ccc(C(=O)O)cc2)c1)=N\O,21.1,0
CHEMBL3982264,CCCCCCC(CCCCCC(=O)Nc1ccccc1)C(=O)NO,98.0,0
CHEMBL1767038,CNC(=O)/C(CCCCCCC(=O)Nc1cccc(-c2cccnc2)c1)=N\O,18.4,0
CHEMBL3338404,O=C(NO)c1ccc2c(c1)CN(Cc1ccc(-c3cccc([N+](=O)[O-])c3)o1)CC2,6.59,0
CHEMBL3655969,CC(C)(Nc1ncc(C(=O)NO)cn1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,4.422,0
CHEMBL3664034,Nc1cc(F)ccc1NC(=O)c1cnc2cc(N3CCNCC3)ccc2n1,1.301,0
CHEMBL3655998,COc1cc(OC)cc(C2(Nc3ncc(C(=O)NO)cn3)CC2)c1,0.124,1
CHEMBL3664023,Nc1ccccc1NC(=O)c1cnc2c(C3CC3)c(N3CCNCC3)ccc2c1,0.053,1
CHEMBL3655951,CC(C)(Nc1ncc(C(=O)NO)cn1)c1ccc(C(F)(F)F)cc1,2.376,0
CHEMBL403323,O=C(/C=C/c1ccc(CN(CCO)CCc2cc3ccccc3[nH]2)cc1)NO,0.0037,1
CHEMBL3947538,CC(C)Cc1sc(-c2nccs2)nc1C(=O)NCCCCCNC(=O)CS,0.495,1
CHEMBL3892568,O=C(NO)c1cnc(NC2(c3ccccc3)CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)nc1,3.19,0
CHEMBL3956300,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccc(-c2nnn[nH]2)cc1,1.13,0
CHEMBL3758882,O=C(NCCCCCCS)c1cc(-c2cccnc2)n[nH]1,0.028999999999999998,1
CHEMBL3670661,O=C(NO)c1ccc(CNC(=O)c2[nH]c(-c3ccc(O)cc3)cc2-c2ccoc2)cc1,0.7537,1
CHEMBL473484,Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(C(=O)N2CCC3(CCCN3)CC2)cc1,5.102,0
CHEMBL3771288,O=C(NCCCCC(=O)C(F)(F)F)c1nc(-c2nccs2)sc1Cc1ccccc1,0.06508,1
CHEMBL3939372,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccc2ccccc2c1,0.13699999999999998,1
CHEMBL3770755,O=C(NCCCCC(O)C(F)(F)F)c1nc(-c2nccs2)sc1C1CC1,8.86176,0
CHEMBL3235463,O=C(/C=C/c1ccc(-c2ccc(O)c(C34CC5CC(CC(C5)C3)C4)c2)cc1)NO,55.6,0
CHEMBL3930868,Nc1cc(F)ccc1NC(=O)CCCCCNC(=O)CN1CCOCC1,14.0,0
CHEMBL3946574,Cc1[nH]c2ccc(C(=O)NCCCCCC(=O)Nc3ccccc3N)cc2c1C,0.040999999999999995,1
CHEMBL2414098,O=C(CCCCCCc1nc2ccc(Br)cc2[nH]1)NO,0.0064,1
CHEMBL3664033,Nc1cc(F)ccc1NC(=O)c1cc2ccc(N3CCNCC3)c(C3CC3)c2cn1,0.03,1
CHEMBL514671,Nc1ccccc1NC(=O)c1ccc(CNCOC(=O)c2cccnc2)cc1,0.62,1
CHEMBL1801238,O=C(NO)c1cnc(N2C[C@H]3[C@H](NCc4ccc(Cl)cc4)[C@H]3C2)nc1,0.01,1
CHEMBL3656015,O=C(NO)c1cnc(NC2(c3cc(Cl)cc(Cl)c3)CC2)nc1,0.057,1
CHEMBL4097655,O=C(CCCCCCC(=O)Nc1cc2ncnc(Nc3cccc(Cl)c3)c2s1)NO,0.04555,1
CHEMBL1812335,N[C@H](Cc1ccc(Cl)cc1Cl)C(=O)N1Cc2ccccc2C1,20.0,0
CHEMBL3656018,O=C(NO)c1cnc(NC2(c3cccc(F)c3)CCOCC2)nc1,1.324,0
CHEMBL3936840,Nc1ccc(-c2ccccc2)cc1NC(=O)c1cnc2c(N3CCNCC3)c(C3CC3)ccc2c1,0.257,1
CHEMBL485967,CC(NC(=O)c1ccc(C(=O)C(F)(F)F)s1)c1cccc2ccccc12,0.84,1
CHEMBL3899106,Cc1c(C(=O)NCCCCCC(=O)Nc2ccccc2N)[nH]c2ccccc12,0.04,1
CHEMBL570041,CC(C)C[C@H]1CC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCCC(=O)O)C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1,0.99,1
CHEMBL3917305,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccccc1C(=O)c1ccccc1,0.27899999999999997,1
CHEMBL3932246,Nc1ccccc1NC(=O)CCCCNC(=O)c1csc(-c2ccncc2)n1,0.8290000000000001,1
CHEMBL1164992,CC(/C=C/C(=O)NO)=C\[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@H](O)C[C@H](O)C3)CCC[C@@]21C,13.3,0
CHEMBL3656012,O=C(NO)c1cnc(NC2(c3cccc(F)c3F)CC2)nc1,0.028999999999999998,1
CHEMBL514503,Nc1ccc(-c2ccc(F)cc2)cc1NC(=O)c1ccc(C(=O)N2CCC3(CCCN3)CC2)cc1,3.202,0
CHEMBL4068828,CC(C)c1cccc(Nc2ncnc3cc(NC(=O)CCCCCCC(=O)NO)sc23)c1,0.06505,1
CHEMBL3929959,COc1cccc2[nH]cc(C(=O)NCCCCCC(=O)Nc3ccccc3N)c12,0.057999999999999996,1
CHEMBL2323290,CC(C)[C@@H]1NC(=O)Cn2cc(nn2)-c2csc(n2)CNC(=O)C[C@@H](/C=C/CCS)OC1=O,0.885,1
CHEMBL3975961,N#Cc1ccccc1C(=O)NCCCCCC(=O)Nc1ccccc1N,0.086,1
CHEMBL3759869,CC(=O)SCCCCCCNC(=O)c1cc(-c2ccc(F)cc2)nn1C,0.068,1
CHEMBL3920532,O=C(NO)c1cnc(NC2(c3cc(F)ccc3F)CCOCC2)nc1,0.6709999999999999,1
CHEMBL390452,O=C(/C=C/c1cccc(C(=O)c2cc3ccccc3o2)c1)NO,0.079,1
CHEMBL3895086,Cc1cccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)c1,0.057999999999999996,1
CHEMBL3943758,CCC(CC)(c1ccc(OCC(=O)NO)c(C)c1)c1ccc(OC[C@H](O)C(C)(C)C)c(C)c1,22.0,0
CHEMBL487253,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,0.025,1
CHEMBL3655908,O=C(NO)c1cnc(Nc2cc(Cl)cc(C(F)(F)F)c2)nc1,0.83,1
CHEMBL3891112,O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1/C=C/c1ccccc1)NO,0.253,1
CHEMBL3955671,Nc1ccccc1NC(=O)CCCCCNC(=O)c1cccc(-c2nnn[nH]2)c1,0.9,1
CHEMBL3977741,O=C(NO)c1cnc(NC2(c3ccccc3)CCN(C(=O)Nc3ccccc3F)CC2)nc1,0.8240000000000001,1
CHEMBL2046617,COc1ccc(/C=C/C(=O)NCCCCN2CCc3nc(C(=O)NO)sc3C2)cc1,34.12,0
CHEMBL486324,CCCCC(=O)CCCCC[C@H](NC(=O)C1CCN(C)CC1)c1ncc(-c2ccc3ccccc3c2)[nH]1,0.18,1
CHEMBL3891665,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccc2cc[nH]c2c1,0.040999999999999995,1
CHEMBL4078477,Nc1cc(F)ccc1NC(=O)/C=C/c1cnn(C/C=C/c2ccccc2)c1,0.08,1
CHEMBL256440,Nc1ccc(-c2cccs2)cc1NC(=O)c1cccnc1,7.3,0
CHEMBL4073372,CC(C)(C)OC(=O)NCCCC[C@@H]1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O,0.59,1
CHEMBL4064784,CC(C)(C)OC(=O)C[C@@H]1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O,4.15,0
CHEMBL3655971,O=C(NO)c1cnc(NC2(c3cccc(Cl)c3)CC2)nc1,0.05,1
CHEMBL3979648,COC(=O)CCCCCCCc1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,10.7,0
CHEMBL3356939,O=C1CCC[C@@H](C(=O)N[C@@H](CCCCCS)C(=O)N2CCc3ccccc3C2)N1,6.33,0
CHEMBL3655973,CC(Nc1ncc(C(=O)NO)cn1)(c1ccc(F)cc1)c1ccc(F)cc1,5.709,0
CHEMBL1835671,CCC(CCCCC(=O)Nc1ccccc1)CC(=O)NO,97.0,0
CHEMBL3311464,O=C(CCCCCCC(=O)Nc1ccc2[nH]c(=O)ccc2c1)NO,0.054000000000000006,1
CHEMBL1923808,O=C(CCCCCCC(=O)Nc1ccc([19F])cc1)NO,0.0239,1
CHEMBL3339010,O=C(CCCCCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1)NO,0.03767,1
CHEMBL3958558,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccccc1Cl,0.442,1
CHEMBL3942298,CC(C)(C)OC(=O)NCc1nc(-c2nc(C(=O)NCCCCC(=O)NO)cs2)cs1,0.895,1
CHEMBL3664024,Nc1cc(F)ccc1NC(=O)c1ccc2c(c1)CC(=O)N2,0.26899999999999996,1
CHEMBL487741,O=C(CCCCCCC(=O)Nc1ccc(-c2cnnn2Cc2ccc(F)cc2)cc1)NO,0.0164,1
CHEMBL3652243,COc1cc(Nc2ncc(C(=O)NO)cn2)cc(OC)c1,0.257,1
CHEMBL3098695,O=C(CCCCC[C@H](NC(=O)[C@@H]1CC(=O)N1)C(=O)Nc1ccccc1)NO,0.08800000000000001,1
CHEMBL1631910,O=C(CCCCCC1OCCCCCOc2ccccc2NC1=O)NO,0.369,1
CHEMBL1164227,C[C@H](CCCCNS(=O)(=O)C(F)(F)F)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C,695.0,0
CHEMBL3940906,Nc1ccccc1NC(=O)CCCCCNC(=O)c1cc2c(F)cccc2[nH]1,0.06,1
CHEMBL3884044,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)NCCCCCC(=O)NO)cc2)cc1,1.02,0
CHEMBL2436595,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2coc(n2)CNC(=O)C[C@@H](/C=C/CCS)OC1=O,0.0072,1
CHEMBL569812,CCC(=O)CCCSC[C@@H]1NC(=O)[C@H](C)NC(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,0.062,1
CHEMBL487106,O=C(CCCCCCC(=O)Nc1cccc(-c2cnnn2Cc2ccc(F)cc2)c1)NO,0.0058,1
CHEMBL3759059,COc1ccc(Br)c(/C=N/NC(=O)CCCCCC(=O)NO)c1,0.0012,1
CHEMBL3670677,O=C(NO)c1ccc(CNC(=O)c2[nH]c(-c3ccccc3)cc2-c2ccc([N+](=O)[O-])cc2)cc1,0.77,1
CHEMBL3912782,COc1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)cc1,0.3,1
CHEMBL3287017,CC(C)[C@H](NC(=O)c1csc(-c2cscn2)n1)C(=O)NCCCC(=O)NO,1.639,0
CHEMBL3670666,COc1ccc(-c2cc(-c3ccccc3)[nH]c2C(=O)NCc2ccc(C(=O)Nc3ccccc3N)cc2)cc1,0.4513,1
CHEMBL471466,CN(Cc1ccc(C(=O)Nc2cc(-c3ccccc3)ccc2N)cc1)c1ccncc1,5.3839999999999995,0
CHEMBL3916028,O=C(NO)c1cnc(NC2(c3ccccc3)CCN(C(=O)Nc3c(F)cccc3F)CC2)nc1,0.7609999999999999,1
CHEMBL3925137,Cc1cnc(C(=O)NCCCCC(=O)Nc2ccccc2N)s1,6.954,0
CHEMBL3932658,Nc1ccccc1NC(=O)CCCCCNC(=O)CCC(=O)c1cccs1,0.6940000000000001,1
CHEMBL3670675,Nc1ccccc1NC(=O)c1ccc(CNC(=O)c2[nH]c(-c3ccc(O)cc3)cc2-c2ccoc2)cc1,0.273,1
CHEMBL3655949,Cc1cc(F)ccc1C(C)(C)Nc1ncc(C(=O)NO)cn1,12.297,0
CHEMBL4079625,O=C(CCCCCCC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2s1)NO,0.03377,1
CHEMBL4085511,COc1ccc(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCc2ccc(C(=O)Nc3ccccc3N)cc2)cc1,0.138,1
CHEMBL4068347,COc1ccc(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc2ccc(C(=O)Nc3ccccc3N)cc2)cc1,0.22699999999999998,1
CHEMBL3675758,O=C(CCCCCCN(c1ccccn1)c1ccc2ccccc2n1)NO,0.062,1
CHEMBL3655981,O=C(NO)c1cnc(NC2CCOCC2)nc1,1.172,0
CHEMBL485968,CC(NC(=O)c1ccc(C(=O)C(F)(F)F)s1)c1ccncc1,1.5,0
CHEMBL3956946,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccccc1C1CCCCC1,1.3019999999999998,0
CHEMBL2046618,O=C(NCCCCN1CCc2nc(C(=O)NO)sc2C1)c1ccc(-c2ccccc2)s1,4.89,0
CHEMBL1088735,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(Cc3ccc(O)cc3)nn2)c1)NO,0.0016600000000000002,1
CHEMBL523588,O=C(NCCc1ccccc1)c1ccc(C(=O)C(F)(F)F)s1,1.7,0
CHEMBL3656024,O=C(NO)c1cnc(NC2(c3cc(F)cc(F)c3)CCOCC2)nc1,1.219,0
CHEMBL3655982,O=C(NO)c1cnc(NCc2cccs2)nc1,0.361,1
CHEMBL3655957,CC(C)(Nc1ncc(C(=O)NO)cn1)c1ccc(Cl)c(Cl)c1,0.212,1
CHEMBL3655907,Cc1cc(F)cc(Nc2ncc(C(=O)NO)cn2)c1,0.193,1
CHEMBL4093691,COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)cn(Cc3ccc(C(=O)NO)cc3)c2c1,6.53,0
CHEMBL3655922,O=C(NO)c1cnc(NCCc2ccccc2Cl)nc1,0.495,1
CHEMBL498778,COc1ccc(CNC(=O)c2ccc(C(=O)C(F)(F)C(F)(F)F)s2)cc1,2.9,0
CHEMBL3939120,CC(C)Cc1sc(-c2nccs2)nc1C(=O)NCCCCCC(=O)NO,0.086,1
CHEMBL4079790,CC(C)C[C@@H]1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O,0.57,1
CHEMBL3894753,Nc1ccccc1NC(=O)CCCCCNC(=O)c1cnnc2ccccc12,1.94,0
CHEMBL4070891,COc1ccc(C(=O)N[C@H](COc2ccc(/C=C/C(=O)NO)cc2OC)Cc2c[nH]c3ccccc23)cc1,0.0071,1
CHEMBL3655945,O=C(NO)c1cnc(NCCc2c(Cl)cccc2Cl)nc1,1.746,0
CHEMBL1767035,CNC(=O)/C(CCCCCCC(=O)Nc1cccc(Br)c1)=N\O,89.2,0
CHEMBL4095398,O=C(CCCCN1C(=O)[C@H](CCC(=O)NO)N=C(c2ccccc2)c2ccccc21)NO,2.57,0
CHEMBL3356526,CN1C(=O)CCC[C@H]1C(=O)N[C@@H](CCCCCS)C(=O)Nc1ccccc1,0.006999999999999999,1
CHEMBL4072557,O=C(CCCCN1C(=O)[C@H](Cc2cnc[nH]2)N=C(c2ccccc2)c2ccccc21)NO,1.32,0
CHEMBL3098602,O=C(CCCCC[C@H](NC(=O)[C@H]1CCC(=O)N1)C(=O)Nc1cccc(C(F)(F)F)c1)NO,0.002,1
CHEMBL3217996,C#Cc1cccc(Nc2ncnc3cc(NC(=O)c4ccc(C(=O)Nc5ccccc5N)cc4)ccc23)c1,0.5,1
CHEMBL3601333,Cc1ccc(Nc2nccc3ccc(NC(=O)CCCCCCC(=O)NO)cc23)cc1,0.004,1
CHEMBL3356933,O=C1CCC[C@@H](C(=O)N[C@@H](CCCCCS)C(=O)NCc2ccc(C(F)(F)F)cc2)N1,0.475,1
CHEMBL3910629,Nc1ccccc1NC(=O)CCCCCNC(=O)c1c[nH]c2ccccc12,0.033,1
CHEMBL3233687,O=C(/C=C/c1ccc(OC[C@H](Cc2c[nH]c3ccccc23)NC(=O)c2ccccc2)cc1)NO,0.0141,1
CHEMBL3927558,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccc(N2CCOCC2)cc1,0.10300000000000001,1
CHEMBL3942866,Nc1ccccc1NC(=O)CCCCCNC(=O)c1cc2c(Cl)cccc2[nH]1,0.027999999999999997,1
CHEMBL3808866,CNC(=O)CCCCC[C@H](NC(=O)c1cncs1)c1ncc(-c2ccc(-c3ccn[nH]3)cc2)[nH]1,0.33,1
CHEMBL3655976,O=C(NO)c1cnc(NC2(c3ccco3)CC2)nc1,0.345,1
CHEMBL3656017,O=C(NO)c1cnc(NC2(c3ccc(F)cc3)CCCC2)nc1,2.157,0
CHEMBL4074187,O=C(O)C[C@@H]1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O,12.6,0
CHEMBL3655964,O=C(NO)c1cnc(NC2(c3cccc(F)c3)CC2)nc1,0.233,1
CHEMBL3356929,O=C1C[C@@H](C(=O)N[C@@H](CCCCCS)C(=O)Nc2ccccc2)N1,0.008,1
CHEMBL1767045,CNC(=O)/C(CCCCC[C@@H](C(=O)Nc1ccccc1)N(Cc1ccc(OC)cc1)C(=O)OC(C)(C)C)=N\O,49.4,0
CHEMBL3973971,Cn1nc(C(=O)NCCCCCC(=O)Nc2ccccc2N)c2ccccc21,0.054000000000000006,1
CHEMBL3601780,Cc1ccc(Nc2nccc3ccc(NCc4ccc(/C=C/C(=O)NO)cc4)cc23)c(Br)c1,0.63254,1
CHEMBL3910502,Nc1ccccc1NC(=O)CCCCCNC(=O)c1cc(-c2ccccc2)n[nH]1,0.18100000000000002,1
CHEMBL3913133,CC(C)(O)c1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)cc1,0.254,1
CHEMBL3655950,O=C(NO)c1cnc(NC2(c3ccccc3)CC2)nc1,0.21899999999999997,1
CHEMBL3309286,CN1C(=O)CC(C)(C)c2cc(C(=O)NCCCCCCC(=O)NO)ccc21,0.027999999999999997,1
CHEMBL519668,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(-c3ccccc3)nn2)c1)NO,0.0072,1
CHEMBL3915628,O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1-c1cccc([N+](=O)[O-])c1)NO,0.364,1
CHEMBL3526942,Cc1[nH]c2cc(O)ccc2c1CCNCc1ccc(/C=C/C(N)=O)cc1,3.3,0
CHEMBL3957512,Nc1ccccc1NC(=O)CCCCCNC(=O)c1cccc2cc[nH]c12,0.036000000000000004,1
CHEMBL4062908,CCc1ccc(Nc2ncnc3cc(NC(=O)CCCCCCC(=O)NO)sc23)cc1,0.3569,1
CHEMBL3655997,O=C(NO)c1cnc(NC2(c3ccc4c(c3)OCO4)CC2)nc1,0.049,1
CHEMBL3947397,CC(C)Cc1sc(-c2cscn2)nc1C(=O)NCCCCC(=O)NO,0.35200000000000004,1
CHEMBL3983635,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)NCCCCCC(=O)NO)c(F)c1,1.83,0
CHEMBL3760013,O=C(NCCCCCCS)c1cc(-c2cnccn2)n[nH]1,0.023,1
CHEMBL4079541,O=C(NO)c1ccc(CN(CCO)C(=O)Cc2ccccc2)cc1,2.1,0
CHEMBL3976630,CCC(CC)(c1ccc(OCCCC(=O)NO)c(C)c1)c1ccc(OC[C@H](O)C(C)(C)C)c(C)c1,9.83,0
CHEMBL3656001,O=C(NO)c1cnc(NC2(c3cc(F)cc(F)c3)CC2)nc1,0.316,1
CHEMBL3593247,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCS)OC1=O,0.00278,1
CHEMBL3339032,O=C(CCCCCCC(=O)Nc1cc2c(Nc3ccc(N4CCCC4)c(F)c3)ncnc2s1)NO,0.01405,1
CHEMBL3934399,CCCOc1ccccc1C(=O)NCCCCCC(=O)Nc1ccccc1N,0.135,1
CHEMBL3655958,O=C(NO)c1cnc(NC2(c3ccc(F)cc3)CC2)nc1,0.12,1
CHEMBL1165082,CCCCS(=O)(=O)NCCCC[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C,725.0,0
CHEMBL472631,O=C(/C=C/c1ccc(/C=N/OCCN2CCOCC2)cc1)NO,4.08,0
CHEMBL3287268,CC(C)/C=C/c1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO,0.141,1
CHEMBL1767044,CNC(=O)/C(CCCCCCNC(=O)c1cc(-c2ccc(N)cc2)on1)=N/O,4.44,0
CHEMBL4092753,Nc1ccccc1NC(=O)c1ccc(NC(=O)CCN2C(=O)C3(OCCCO3)c3cc(Br)ccc32)cc1,0.019,1
